,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1494,National,2020-07-07,0.0,6.0,129.0,-17.0,-32.0,5.0
1495,National,2020-07-08,-9.0,1.0,114.0,-18.0,-27.0,4.0
1496,National,2020-07-09,-9.0,4.0,116.0,-18.0,-31.0,5.0
1497,National,2020-07-10,-11.0,0.0,98.0,-14.0,-32.0,5.0
1498,National,2020-07-11,-18.0,-3.0,119.0,2.0,-4.0,-3.0
1499,National,2020-07-12,3.0,21.0,153.0,-4.0,9.0,-4.0
1500,National,2020-07-13,11.0,23.0,245.0,-24.0,-53.0,7.0
1501,National,2020-07-14,-29.0,-39.0,208.0,-39.0,-76.0,16.0
1502,National,2020-07-15,-3.0,13.0,117.0,-17.0,-30.0,3.0
1503,National,2020-07-16,-4.0,8.0,125.0,-20.0,-33.0,6.0
1504,National,2020-07-17,-9.0,0.0,122.0,-17.0,-33.0,6.0
1505,National,2020-07-18,-18.0,-5.0,123.0,0.0,-2.0,-2.0
1506,National,2020-07-19,0.0,16.0,133.0,-1.0,12.0,-4.0
1507,National,2020-07-20,0.0,9.0,177.0,-19.0,-36.0,6.0
1508,National,2020-07-21,-1.0,5.0,177.0,-20.0,-36.0,6.0
1509,National,2020-07-22,-9.0,1.0,155.0,-20.0,-30.0,4.0
1510,National,2020-07-23,-8.0,4.0,157.0,-20.0,-33.0,5.0
1511,National,2020-07-24,-11.0,-1.0,132.0,-17.0,-33.0,7.0
1512,National,2020-07-25,-19.0,-6.0,112.0,-1.0,-6.0,-1.0
1513,National,2020-07-26,-1.0,15.0,129.0,-2.0,10.0,-3.0
1514,National,2020-07-27,-1.0,8.0,184.0,-21.0,-39.0,7.0
1515,National,2020-07-28,0.0,7.0,179.0,-21.0,-37.0,7.0
1516,National,2020-07-29,-7.0,4.0,174.0,-19.0,-34.0,4.0
1517,National,2020-07-30,-8.0,7.0,170.0,-20.0,-38.0,6.0
1518,National,2020-07-31,-15.0,-3.0,139.0,-19.0,-40.0,7.0
1519,National,2020-08-01,-21.0,-5.0,122.0,2.0,-10.0,-1.0
1520,National,2020-08-02,1.0,21.0,136.0,3.0,6.0,-3.0
1521,National,2020-08-03,7.0,15.0,204.0,-21.0,-47.0,8.0
1522,National,2020-08-04,5.0,11.0,230.0,-21.0,-46.0,7.0
1523,National,2020-08-05,-3.0,7.0,219.0,-21.0,-43.0,5.0
1524,National,2020-08-06,-4.0,9.0,222.0,-22.0,-47.0,6.0
1525,National,2020-08-07,-13.0,-1.0,185.0,-20.0,-47.0,8.0
1526,National,2020-08-08,-22.0,-7.0,155.0,2.0,-14.0,-2.0
1527,National,2020-08-09,1.0,24.0,158.0,0.0,2.0,-3.0
1528,National,2020-08-10,4.0,15.0,245.0,-23.0,-53.0,8.0
1529,National,2020-08-11,0.0,8.0,248.0,-26.0,-52.0,9.0
1530,National,2020-08-12,-9.0,5.0,205.0,-26.0,-49.0,7.0
1531,National,2020-08-13,-6.0,8.0,196.0,-25.0,-51.0,9.0
1532,National,2020-08-14,-11.0,1.0,182.0,-21.0,-51.0,9.0
1533,National,2020-08-15,-30.0,-24.0,157.0,-3.0,-27.0,0.0
1534,National,2020-08-16,0.0,20.0,129.0,0.0,2.0,-3.0
1535,National,2020-08-17,4.0,16.0,219.0,-22.0,-51.0,8.0
1536,National,2020-08-18,3.0,11.0,226.0,-24.0,-48.0,8.0
1537,National,2020-08-19,-7.0,5.0,188.0,-25.0,-45.0,7.0
1538,National,2020-08-20,-6.0,5.0,213.0,-24.0,-48.0,7.0
1539,National,2020-08-21,-12.0,-2.0,168.0,-21.0,-48.0,9.0
1540,National,2020-08-22,-20.0,-9.0,127.0,-1.0,-13.0,-1.0
1541,National,2020-08-23,1.0,16.0,121.0,0.0,5.0,-3.0
1542,National,2020-08-24,1.0,8.0,175.0,-21.0,-41.0,7.0
1543,National,2020-08-25,0.0,5.0,169.0,-21.0,-40.0,7.0
1544,Normandie,2020-02-15,-0.5,-0.5,9.0,28.0,-2.7,0.3
1545,Normandie,2020-02-16,1.3,-3.2,-9.5,19.2,-4.7,0.2
1546,Normandie,2020-02-17,6.0,6.0,28.0,1.5,-20.7,4.8
1547,Normandie,2020-02-18,6.0,4.2,36.5,3.5,-19.2,4.2
1548,Normandie,2020-02-19,-3.2,-2.5,14.5,0.8,-16.7,2.7
1549,Normandie,2020-02-20,-1.5,0.2,15.8,1.2,-21.0,4.2
1550,Normandie,2020-02-21,-2.7,-0.8,36.3,12.0,-21.8,4.8
1551,Normandie,2020-02-22,-9.0,-4.7,12.8,44.7,-8.5,0.2
1552,Normandie,2020-02-23,9.3,11.5,-1.7,46.8,-3.0,-1.0
1553,Normandie,2020-02-24,0.7,2.5,21.8,-2.5,-25.5,5.5
1554,Normandie,2020-02-25,-0.3,1.3,14.8,0.8,-24.2,5.3
1555,Normandie,2020-02-26,-6.5,-4.5,5.0,-6.2,-20.8,3.3
1556,Normandie,2020-02-27,-2.2,2.0,5.7,-6.3,-24.0,5.0
1557,Normandie,2020-02-28,-5.3,-1.7,-7.2,-9.5,-24.0,7.0
1558,Normandie,2020-02-29,-7.3,-1.3,-10.3,7.8,-9.3,1.2
1559,Normandie,2020-03-01,7.5,10.0,-0.2,13.7,2.2,-0.3
1560,Normandie,2020-03-02,-1.8,5.8,2.5,0.8,1.0,1.0
1561,Normandie,2020-03-03,0.5,3.8,13.2,0.0,2.0,0.7
1562,Normandie,2020-03-04,-3.5,0.3,-5.2,-1.2,1.2,1.2
1563,Normandie,2020-03-05,-3.7,1.2,-7.8,0.3,1.3,1.2
1564,Normandie,2020-03-06,0.7,2.3,8.7,5.8,1.5,0.8
1565,Normandie,2020-03-07,1.3,-0.2,11.7,5.3,2.7,0.3
1566,Normandie,2020-03-08,4.5,1.8,-10.2,-1.0,1.2,0.7
1567,Normandie,2020-03-09,-1.0,1.2,10.8,1.3,-0.5,1.2
1568,Normandie,2020-03-10,-2.5,0.0,3.5,-4.0,-0.5,1.0
1569,Normandie,2020-03-11,-3.3,-1.0,3.7,-2.7,-0.3,1.2
1570,Normandie,2020-03-12,-4.3,2.8,10.5,-1.7,0.0,0.8
1571,Normandie,2020-03-13,-5.5,12.8,9.0,-1.2,-0.7,1.7
1572,Normandie,2020-03-14,-15.5,-2.0,-2.0,-11.0,-4.7,3.8
1573,Normandie,2020-03-15,-29.8,24.0,11.8,-14.8,-4.8,2.7
1574,Normandie,2020-03-16,-39.3,46.2,6.3,-29.7,-29.7,10.7
1575,Normandie,2020-03-17,-65.3,-17.8,-24.2,-48.3,-47.5,20.0
1576,Normandie,2020-03-18,-81.7,-49.2,-44.7,-70.0,-61.3,25.5
1577,Normandie,2020-03-19,-81.2,-43.3,-47.0,-75.2,-65.2,29.2
1578,Normandie,2020-03-20,-82.8,-44.7,-60.0,-81.7,-66.3,34.8
1579,Normandie,2020-03-21,-88.2,-57.5,-72.7,-82.2,-55.7,24.3
1580,Normandie,2020-03-22,-84.2,-64.5,-73.3,-85.0,-51.2,17.2
1581,Normandie,2020-03-23,-79.8,-41.3,-51.2,-80.3,-67.8,29.3
1582,Normandie,2020-03-24,-81.2,-45.5,-51.7,-77.5,-68.8,30.7
1583,Normandie,2020-03-25,-83.3,-50.3,-54.8,-79.0,-67.5,28.2
1584,Normandie,2020-03-26,-81.7,-45.7,-54.7,-79.8,-68.8,30.7
1585,Normandie,2020-03-27,-82.5,-46.8,-57.5,-83.5,-67.7,35.2
1586,Normandie,2020-03-28,-87.3,-59.0,-71.3,-84.5,-56.5,24.3
1587,Normandie,2020-03-29,-86.2,-74.3,-76.5,-74.0,-52.3,17.2
1588,Normandie,2020-03-30,-81.8,-47.7,-51.8,-81.0,-68.0,29.7
1589,Normandie,2020-03-31,-88.5,-44.0,-51.3,-78.0,-68.2,30.3
1590,Normandie,2020-04-01,-89.3,-45.8,-51.3,-77.3,-65.8,27.3
1591,Normandie,2020-04-02,-88.2,-41.8,-52.0,-78.7,-67.3,30.2
1592,Normandie,2020-04-03,-84.3,-41.7,-57.7,-82.7,-66.5,34.5
1593,Normandie,2020-04-04,-87.8,-50.3,-67.3,-80.8,-53.8,23.3
1594,Normandie,2020-04-05,-82.3,-61.5,-67.0,-71.8,-47.8,16.3
1595,Normandie,2020-04-06,-82.2,-40.0,-52.0,-78.8,-66.0,28.3
1596,Normandie,2020-04-07,-81.7,-38.5,-54.3,-76.5,-66.3,29.2
1597,Normandie,2020-04-08,-83.7,-42.0,-56.7,-76.2,-63.7,26.0
1598,Normandie,2020-04-09,-81.5,-35.2,-53.2,-77.2,-65.2,28.3
1599,Normandie,2020-04-10,-81.3,-34.8,-55.7,-81.3,-64.7,32.7
1600,Normandie,2020-04-11,-85.8,-44.3,-69.2,-81.5,-51.5,22.0
1601,Normandie,2020-04-12,-78.3,-55.0,-69.0,-85.3,-45.0,15.8
1602,Normandie,2020-04-13,-91.0,-83.7,-64.0,-75.3,-88.2,36.0
1603,Normandie,2020-04-14,-77.8,-23.8,-51.8,-75.5,-64.3,27.5
1604,Normandie,2020-04-15,-80.3,-36.2,-52.7,-74.0,-62.2,25.2
1605,Normandie,2020-04-16,-78.8,-34.0,-49.7,-75.7,-64.0,28.2
1606,Normandie,2020-04-17,-80.0,-37.5,-57.0,-79.3,-63.5,32.3
1607,Normandie,2020-04-18,-84.7,-48.5,-67.7,-79.7,-49.2,22.0
1608,Normandie,2020-04-19,-81.5,-60.8,-68.2,-83.0,-43.7,15.7
1609,Normandie,2020-04-20,-76.5,-38.0,-47.8,-77.3,-62.7,26.7
1610,Normandie,2020-04-21,-75.8,-35.0,-45.2,-74.0,-61.8,27.0
1611,Normandie,2020-04-22,-78.0,-38.2,-48.2,-73.0,-59.7,24.0
1612,Normandie,2020-04-23,-76.3,-33.0,-44.2,-73.5,-61.3,26.3
1613,Normandie,2020-04-24,-77.0,-34.7,-50.0,-78.5,-61.0,30.7
1614,Normandie,2020-04-25,-82.5,-45.7,-65.3,-78.8,-46.5,21.0
1615,Normandie,2020-04-26,-78.7,-54.3,-60.3,-81.3,-38.5,14.5
1616,Normandie,2020-04-27,-73.8,-36.0,-45.8,-74.3,-58.2,25.2
1617,Normandie,2020-04-28,-74.2,-33.5,-53.2,-72.3,-58.3,26.0
1618,Normandie,2020-04-29,-75.8,-32.5,-56.2,-72.0,-55.3,23.2
1619,Normandie,2020-04-30,-69.5,-12.0,-51.7,-73.8,-56.7,24.0
1620,Normandie,2020-05-01,-89.3,-88.2,-61.7,-90.7,-86.3,40.7
1621,Normandie,2020-05-02,-76.2,-28.5,-61.8,-76.2,-42.8,19.7
1622,Normandie,2020-05-03,-78.5,-54.7,-65.7,-82.2,-35.3,14.7
1623,Normandie,2020-05-04,-67.2,-22.7,-42.2,-71.8,-54.2,23.2
1624,Normandie,2020-05-05,-68.3,-22.7,-51.0,-69.0,-54.2,24.3
1625,Normandie,2020-05-06,-69.0,-22.8,-41.5,-67.3,-50.2,20.2
1626,Normandie,2020-05-07,-63.7,-8.3,-38.5,-69.3,-51.3,21.2
1627,Normandie,2020-05-08,-83.7,-62.7,-48.0,-86.0,-80.8,36.8
1628,Normandie,2020-05-09,-72.7,-26.7,-60.0,-72.0,-36.2,18.7
1629,Normandie,2020-05-10,-74.5,-46.2,-68.0,-77.3,-28.7,13.5
1630,Normandie,2020-05-11,-34.3,-2.3,-11.7,-54.2,-39.2,14.5
1631,Normandie,2020-05-12,-36.0,-0.8,-1.8,-47.8,-38.5,14.5
1632,Normandie,2020-05-13,-41.3,-6.5,-13.2,-47.8,-36.7,13.0
1633,Normandie,2020-05-14,-39.3,-0.5,-6.0,-50.2,-37.7,14.8
1634,Normandie,2020-05-15,-40.8,-4.0,1.3,-54.3,-37.2,16.7
1635,Normandie,2020-05-16,-42.3,-8.7,8.2,-45.8,-14.5,7.0
1636,Normandie,2020-05-17,-40.8,1.3,38.2,-51.3,-1.8,3.0
1637,Normandie,2020-05-18,-28.2,-1.0,28.0,-47.0,-35.5,13.2
1638,Normandie,2020-05-19,-31.2,2.7,27.5,-41.3,-35.0,13.0
1639,Normandie,2020-05-20,-26.5,15.3,56.2,-40.5,-34.0,8.0
1640,Normandie,2020-05-21,-51.7,-36.0,126.5,-65.5,-76.7,20.0
1641,Normandie,2020-05-22,-29.3,4.5,32.7,-58.7,-53.0,19.5
1642,Normandie,2020-05-23,-37.0,-9.3,27.2,-46.2,-11.7,7.7
1643,Normandie,2020-05-24,-36.7,0.5,52.3,-45.2,2.2,2.7
1644,Normandie,2020-05-25,-24.3,-4.3,48.5,-43.3,-33.7,12.2
1645,Normandie,2020-05-26,-26.8,0.5,53.5,-39.8,-30.7,11.7
1646,Normandie,2020-05-27,-29.2,0.0,49.0,-38.7,-29.8,9.7
1647,Normandie,2020-05-28,-28.0,5.2,44.7,-38.7,-30.5,11.5
1648,Normandie,2020-05-29,-30.0,4.2,48.5,-41.8,-30.0,12.8
1649,Normandie,2020-05-30,-28.8,4.7,60.0,-32.7,-1.7,4.0
1650,Normandie,2020-05-31,-20.8,35.5,114.8,-39.5,12.5,0.0
1651,Normandie,2020-06-01,-37.0,-36.2,143.3,-57.7,-71.3,17.8
1652,Normandie,2020-06-02,-12.3,12.7,65.8,-20.8,-25.3,8.0
1653,Normandie,2020-06-03,-17.2,5.7,37.0,-25.8,-24.5,7.7
1654,Normandie,2020-06-04,-18.3,6.8,16.0,-28.5,-25.2,9.5
1655,Normandie,2020-06-05,-16.5,4.8,20.3,-25.5,-24.8,10.8
1656,Normandie,2020-06-06,-9.2,8.3,37.0,-14.0,2.0,3.7
1657,Normandie,2020-06-07,1.0,28.8,53.8,-12.7,25.8,-1.0
1658,Normandie,2020-06-08,-9.8,-1.0,34.3,-24.8,-25.7,9.0
1659,Normandie,2020-06-09,-11.3,0.7,46.2,-23.2,-24.2,8.7
1660,Normandie,2020-06-10,-16.7,-2.7,14.8,-25.0,-23.8,7.8
1661,Normandie,2020-06-11,-14.7,2.3,27.5,-23.7,-24.5,8.8
1662,Normandie,2020-06-12,-16.0,-1.3,31.5,-18.8,-24.5,10.0
1663,Normandie,2020-06-13,-13.3,-1.3,56.3,-3.7,4.5,3.5
1664,Normandie,2020-06-14,-8.7,13.7,71.8,2.3,19.8,0.8
1665,Normandie,2020-06-15,-10.2,-2.0,45.2,-21.2,-24.2,8.2
1666,Normandie,2020-06-16,-10.5,-0.7,35.8,-20.5,-22.5,8.2
1667,Normandie,2020-06-17,-14.8,-3.3,32.0,-19.3,-22.3,6.8
1668,Normandie,2020-06-18,-10.7,-0.5,37.8,-20.0,-22.8,7.5
1669,Normandie,2020-06-19,-10.0,-1.3,56.5,-12.3,-22.7,8.3
1670,Normandie,2020-06-20,-8.0,-0.2,93.8,15.7,5.2,1.2
1671,Normandie,2020-06-21,2.8,17.8,61.3,7.5,25.5,-1.3
1672,Normandie,2020-06-22,-3.3,0.2,94.5,-12.2,-24.5,5.8
1673,Normandie,2020-06-23,-4.0,3.0,101.0,-9.8,-22.3,5.2
1674,Normandie,2020-06-24,-10.3,-0.2,112.2,-8.8,-20.5,4.2
1675,Normandie,2020-06-25,-9.2,4.3,105.3,-8.7,-20.5,4.5
1676,Normandie,2020-06-26,-8.8,1.8,71.3,-4.3,-20.7,6.2
1677,Normandie,2020-06-27,-9.0,-0.8,65.0,21.2,0.7,1.7
1678,Normandie,2020-06-28,6.5,21.2,97.8,18.2,21.0,-1.5
1679,Normandie,2020-06-29,0.0,3.7,62.8,-11.0,-21.0,6.0
1680,Normandie,2020-06-30,-0.8,4.2,52.7,-10.8,-20.0,5.3
1681,Normandie,2020-07-01,-4.5,2.5,43.2,-10.7,-20.5,4.5
1682,Normandie,2020-07-02,-0.2,9.0,63.7,-8.7,-20.0,4.7
1683,Normandie,2020-07-03,-2.8,2.3,79.2,0.2,-20.2,5.3
1684,Normandie,2020-07-04,-6.8,0.5,62.8,47.7,-1.7,1.0
1685,Normandie,2020-07-05,7.7,20.8,75.3,21.2,11.3,-0.7
1686,Normandie,2020-07-06,8.8,12.0,121.7,-1.3,-28.2,5.5
1687,Normandie,2020-07-07,8.7,10.7,141.3,2.2,-27.0,4.7
1688,Normandie,2020-07-08,-0.8,4.0,102.7,0.8,-23.5,3.2
1689,Normandie,2020-07-09,0.5,8.5,127.0,3.3,-26.7,4.3
1690,Normandie,2020-07-10,-1.5,4.8,116.5,23.3,-27.3,5.7
1691,Normandie,2020-07-11,-2.7,6.2,163.8,88.8,-2.8,-2.3
1692,Normandie,2020-07-12,45.7,64.5,236.5,64.7,12.7,-4.5
1693,Normandie,2020-07-13,34.2,40.0,344.3,6.8,-51.3,6.3
1694,Normandie,2020-07-14,-22.7,-40.0,203.3,4.2,-76.8,17.5
1695,Normandie,2020-07-15,7.8,18.5,132.2,18.7,-27.0,2.7
1696,Normandie,2020-07-16,6.5,13.2,156.2,7.7,-30.7,5.2
1697,Normandie,2020-07-17,-2.2,3.5,149.8,14.2,-29.7,6.2
1698,Normandie,2020-07-18,-7.2,-0.2,161.3,78.8,-2.0,-1.3
1699,Normandie,2020-07-19,25.5,44.0,179.0,65.2,15.3,-3.7
1700,Normandie,2020-07-20,11.2,15.3,213.8,10.0,-32.0,5.7
1701,Normandie,2020-07-21,8.3,10.5,208.7,10.7,-31.0,5.3
1702,Normandie,2020-07-22,-0.3,4.7,189.0,10.2,-27.7,3.2
1703,Normandie,2020-07-23,3.0,9.2,184.3,11.3,-31.0,5.2
1704,Normandie,2020-07-24,-3.8,1.7,144.2,15.0,-30.8,7.5
1705,Normandie,2020-07-25,-10.2,-1.7,100.2,66.2,-6.8,0.8
1706,Normandie,2020-07-26,19.3,34.3,161.8,41.7,12.3,-2.3
1707,Normandie,2020-07-27,9.8,13.8,199.0,10.0,-36.8,6.8
1708,Normandie,2020-07-28,9.5,12.0,192.8,6.0,-34.8,6.8
1709,Normandie,2020-07-29,3.2,8.2,193.2,9.0,-31.7,3.8
1710,Normandie,2020-07-30,4.0,12.7,221.2,14.5,-35.2,4.8
1711,Normandie,2020-07-31,-7.0,2.5,171.7,24.3,-35.8,7.0
1712,Normandie,2020-08-01,-7.8,1.5,154.8,91.7,-8.3,-1.3
1713,Normandie,2020-08-02,26.2,48.3,184.5,57.8,8.0,-3.8
1714,Normandie,2020-08-03,20.2,23.7,230.3,16.2,-45.3,7.2
1715,Normandie,2020-08-04,15.0,18.7,252.3,11.7,-44.0,7.0
1716,Normandie,2020-08-05,8.7,14.7,243.0,16.2,-40.5,4.2
1717,Normandie,2020-08-06,8.8,18.8,270.5,20.2,-43.8,5.8
1718,Normandie,2020-08-07,-5.3,5.2,223.8,24.8,-44.2,8.0
1719,Normandie,2020-08-08,-8.3,1.5,196.8,116.8,-13.7,-1.3
1720,Normandie,2020-08-09,33.7,60.2,217.0,95.2,4.2,-4.3
1721,Normandie,2020-08-10,19.5,26.7,290.8,22.2,-50.0,7.5
1722,Normandie,2020-08-11,11.0,16.3,272.2,19.5,-49.5,8.2
1723,Normandie,2020-08-12,-2.0,8.5,192.8,13.3,-46.0,6.8
1724,Normandie,2020-08-13,7.2,16.5,208.5,13.2,-48.7,8.2
1725,Normandie,2020-08-14,-0.5,9.0,163.0,22.8,-48.3,10.0
1726,Normandie,2020-08-15,-19.8,-19.7,194.3,90.5,-28.5,0.0
1727,Normandie,2020-08-16,18.8,45.8,127.2,54.5,2.2,-1.8
1728,Normandie,2020-08-17,16.7,26.2,221.7,18.3,-47.7,7.8
1729,Normandie,2020-08-18,15.3,18.2,248.8,16.3,-44.8,7.2
1730,Normandie,2020-08-19,6.2,12.8,142.5,9.8,-42.5,6.7
1731,Normandie,2020-08-20,7.5,11.8,252.2,20.0,-44.7,6.3
1732,Normandie,2020-08-21,-1.5,3.5,201.5,18.0,-44.3,8.5
1733,Normandie,2020-08-22,-7.0,-3.7,149.8,81.3,-12.7,-0.7
1734,Normandie,2020-08-23,23.8,40.5,151.2,55.5,7.2,-3.2
1735,Normandie,2020-08-24,12.2,13.0,178.8,11.5,-38.0,6.8
1736,Normandie,2020-08-25,10.0,11.2,151.7,5.0,-36.3,6.8
1737,Nouvelle-Aquitaine,2020-02-15,5.9,1.2,34.5,24.7,1.8,-0.5
1738,Nouvelle-Aquitaine,2020-02-16,19.0,11.1,42.7,25.5,0.5,-1.2
1739,Nouvelle-Aquitaine,2020-02-17,0.8,4.0,8.0,8.3,-0.3,1.6
1740,Nouvelle-Aquitaine,2020-02-18,5.2,2.5,22.0,10.4,0.6,0.8
1741,Nouvelle-Aquitaine,2020-02-19,-0.3,0.8,16.7,10.5,0.3,1.0
1742,Nouvelle-Aquitaine,2020-02-20,1.9,1.1,26.2,10.5,-0.5,0.1
1743,Nouvelle-Aquitaine,2020-02-21,3.5,1.8,27.6,19.3,0.5,0.0
1744,Nouvelle-Aquitaine,2020-02-22,-1.5,-0.3,37.4,37.1,-0.4,-0.5
1745,Nouvelle-Aquitaine,2020-02-23,13.2,9.1,37.3,25.3,0.9,-1.7
1746,Nouvelle-Aquitaine,2020-02-24,1.5,2.9,38.1,1.2,-20.0,4.2
1747,Nouvelle-Aquitaine,2020-02-25,0.6,1.0,9.2,-6.2,-19.0,4.8
1748,Nouvelle-Aquitaine,2020-02-26,-5.6,-2.8,6.5,-5.6,-17.0,3.0
1749,Nouvelle-Aquitaine,2020-02-27,-4.2,1.1,-3.4,-8.8,-20.8,5.2
1750,Nouvelle-Aquitaine,2020-02-28,-4.2,0.0,8.7,-1.9,-20.2,5.2
1751,Nouvelle-Aquitaine,2020-02-29,-7.6,-1.5,-12.2,15.0,-5.6,0.7
1752,Nouvelle-Aquitaine,2020-03-01,1.8,1.8,-17.9,10.7,0.1,-0.8
1753,Nouvelle-Aquitaine,2020-03-02,-4.5,2.7,-5.4,-12.4,-23.8,5.8
1754,Nouvelle-Aquitaine,2020-03-03,-3.7,0.8,-6.0,-13.6,-22.6,5.9
1755,Nouvelle-Aquitaine,2020-03-04,-7.7,-1.8,-8.8,-12.1,-19.5,4.2
1756,Nouvelle-Aquitaine,2020-03-05,-6.0,0.4,-13.5,-14.2,-22.8,6.0
1757,Nouvelle-Aquitaine,2020-03-06,-5.8,-1.9,-8.0,-11.1,-22.5,6.4
1758,Nouvelle-Aquitaine,2020-03-07,-4.8,-2.3,5.2,8.3,-4.0,0.8
1759,Nouvelle-Aquitaine,2020-03-08,-3.1,2.4,-18.1,7.1,-1.8,1.1
1760,Nouvelle-Aquitaine,2020-03-09,-3.1,2.9,5.4,2.2,0.2,1.4
1761,Nouvelle-Aquitaine,2020-03-10,-2.2,1.1,6.8,-1.5,-0.1,1.2
1762,Nouvelle-Aquitaine,2020-03-11,-4.5,0.3,9.5,-0.6,-0.1,1.2
1763,Nouvelle-Aquitaine,2020-03-12,-5.2,5.2,1.8,-4.5,0.0,1.1
1764,Nouvelle-Aquitaine,2020-03-13,-3.8,16.6,13.6,-1.5,0.2,1.5
1765,Nouvelle-Aquitaine,2020-03-14,-18.9,-0.6,6.8,-10.5,-3.4,4.5
1766,Nouvelle-Aquitaine,2020-03-15,-25.7,22.8,28.2,-7.7,-1.2,1.8
1767,Nouvelle-Aquitaine,2020-03-16,-38.6,43.5,-17.8,-26.8,-29.2,11.8
1768,Nouvelle-Aquitaine,2020-03-17,-64.5,-17.6,-28.8,-43.2,-47.0,20.2
1769,Nouvelle-Aquitaine,2020-03-18,-81.5,-50.8,-43.3,-66.2,-61.0,26.0
1770,Nouvelle-Aquitaine,2020-03-19,-81.6,-44.5,-46.2,-72.2,-64.8,29.1
1771,Nouvelle-Aquitaine,2020-03-20,-81.9,-43.7,-51.8,-77.9,-64.6,32.9
1772,Nouvelle-Aquitaine,2020-03-21,-86.7,-55.9,-67.8,-77.2,-52.4,21.8
1773,Nouvelle-Aquitaine,2020-03-22,-83.9,-61.2,-71.2,-75.6,-48.5,16.0
1774,Nouvelle-Aquitaine,2020-03-23,-79.6,-42.6,-51.3,-76.9,-66.9,29.1
1775,Nouvelle-Aquitaine,2020-03-24,-80.9,-47.4,-52.4,-75.5,-67.8,30.2
1776,Nouvelle-Aquitaine,2020-03-25,-83.2,-51.5,-55.5,-76.0,-67.1,28.5
1777,Nouvelle-Aquitaine,2020-03-26,-82.5,-48.2,-55.8,-78.7,-67.9,30.6
1778,Nouvelle-Aquitaine,2020-03-27,-82.4,-47.9,-56.1,-81.5,-66.9,34.0
1779,Nouvelle-Aquitaine,2020-03-28,-86.8,-58.2,-68.2,-80.3,-53.0,22.0
1780,Nouvelle-Aquitaine,2020-03-29,-79.7,-71.1,-75.7,-79.1,-51.1,16.4
1781,Nouvelle-Aquitaine,2020-03-30,-83.1,-51.9,-58.5,-79.9,-67.8,30.2
1782,Nouvelle-Aquitaine,2020-03-31,-88.6,-46.1,-50.8,-75.2,-67.4,29.8
1783,Nouvelle-Aquitaine,2020-04-01,-89.5,-47.4,-51.4,-74.7,-65.0,27.6
1784,Nouvelle-Aquitaine,2020-04-02,-88.8,-43.9,-50.1,-75.8,-66.7,30.0
1785,Nouvelle-Aquitaine,2020-04-03,-84.7,-42.9,-51.5,-79.1,-65.2,33.2
1786,Nouvelle-Aquitaine,2020-04-04,-88.2,-51.2,-64.1,-76.9,-51.0,21.4
1787,Nouvelle-Aquitaine,2020-04-05,-77.6,-64.5,-67.0,-75.5,-47.5,15.7
1788,Nouvelle-Aquitaine,2020-04-06,-82.8,-43.2,-51.7,-76.8,-65.6,28.7
1789,Nouvelle-Aquitaine,2020-04-07,-81.3,-41.8,-48.7,-73.1,-65.5,28.8
1790,Nouvelle-Aquitaine,2020-04-08,-83.1,-44.4,-51.1,-73.6,-63.5,26.5
1791,Nouvelle-Aquitaine,2020-04-09,-81.8,-38.8,-49.3,-74.4,-64.9,28.6
1792,Nouvelle-Aquitaine,2020-04-10,-81.4,-36.8,-50.8,-77.2,-63.8,31.9
1793,Nouvelle-Aquitaine,2020-04-11,-85.0,-44.4,-65.1,-77.2,-49.2,20.6
1794,Nouvelle-Aquitaine,2020-04-12,-74.7,-60.1,-68.6,-76.2,-45.2,15.5
1795,Nouvelle-Aquitaine,2020-04-13,-91.5,-84.3,-56.8,-79.2,-86.5,33.2
1796,Nouvelle-Aquitaine,2020-04-14,-77.3,-27.6,-46.2,-71.4,-62.5,26.7
1797,Nouvelle-Aquitaine,2020-04-15,-80.7,-37.8,-46.9,-69.9,-60.7,25.5
1798,Nouvelle-Aquitaine,2020-04-16,-79.9,-36.3,-46.1,-72.2,-61.9,27.6
1799,Nouvelle-Aquitaine,2020-04-17,-80.4,-37.8,-47.5,-75.9,-60.8,30.8
1800,Nouvelle-Aquitaine,2020-04-18,-84.8,-47.5,-63.5,-75.0,-46.4,20.2
1801,Nouvelle-Aquitaine,2020-04-19,-77.7,-64.0,-71.5,-75.1,-46.2,15.6
1802,Nouvelle-Aquitaine,2020-04-20,-78.6,-41.7,-46.5,-72.8,-62.2,27.0
1803,Nouvelle-Aquitaine,2020-04-21,-78.1,-39.5,-47.5,-70.4,-61.6,27.3
1804,Nouvelle-Aquitaine,2020-04-22,-80.0,-41.5,-46.7,-69.7,-59.1,25.1
1805,Nouvelle-Aquitaine,2020-04-23,-78.5,-36.8,-42.1,-70.1,-60.7,26.7
1806,Nouvelle-Aquitaine,2020-04-24,-78.4,-37.1,-42.8,-74.1,-59.7,29.7
1807,Nouvelle-Aquitaine,2020-04-25,-83.0,-44.8,-60.7,-73.2,-44.2,19.5
1808,Nouvelle-Aquitaine,2020-04-26,-74.4,-57.2,-59.8,-70.2,-38.5,14.1
1809,Nouvelle-Aquitaine,2020-04-27,-74.8,-37.5,-43.6,-70.8,-59.1,25.5
