,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2678,Île-de-France,2020-08-02,-27.6,-15.6,42.1,-20.2,1.2,-4.6
2679,Île-de-France,2020-08-03,-20.9,-12.7,11.0,-37.9,-52.8,8.6
2680,Île-de-France,2020-08-04,-21.8,-11.6,30.8,-36.3,-52.3,8.2
2681,Île-de-France,2020-08-05,-26.7,-15.9,20.1,-36.9,-49.3,6.6
2682,Île-de-France,2020-08-06,-27.1,-14.2,21.8,-37.0,-52.7,8.7
2683,Île-de-France,2020-08-07,-36.0,-20.1,0.1,-37.4,-53.7,8.7
2684,Île-de-France,2020-08-08,-44.0,-30.2,3.9,-26.8,-22.6,-1.4
2685,Île-de-France,2020-08-09,-38.1,-20.8,5.9,-26.9,-4.6,-3.6
2686,Île-de-France,2020-08-10,-28.1,-15.2,7.9,-42.0,-58.4,9.2
2687,Île-de-France,2020-08-11,-33.6,-20.3,-5.4,-42.9,-58.4,10.7
2688,Île-de-France,2020-08-12,-36.8,-22.6,-11.1,-42.2,-55.1,8.8
2689,Île-de-France,2020-08-13,-33.8,-19.9,2.7,-41.0,-57.6,10.1
2690,Île-de-France,2020-08-14,-38.0,-23.4,-8.6,-39.3,-57.9,9.8
2691,Île-de-France,2020-08-15,-48.1,-40.0,18.4,-29.4,-32.8,-0.3
2692,Île-de-France,2020-08-16,-39.4,-28.0,-3.6,-27.3,-5.3,-2.7
2693,Île-de-France,2020-08-17,-29.8,-16.1,-7.3,-42.3,-57.7,9.4
2694,Île-de-France,2020-08-18,-28.3,-15.2,22.2,-40.2,-54.4,9.2
2695,Île-de-France,2020-08-19,-33.0,-20.6,-11.1,-41.4,-52.8,9.0
2696,Île-de-France,2020-08-20,-30.7,-18.8,29.3,-40.1,-54.7,9.6
2697,Île-de-France,2020-08-21,-34.8,-19.9,15.3,-37.9,-54.9,9.4
2698,Île-de-France,2020-08-22,-39.3,-27.6,22.0,-24.9,-22.7,-0.6
2699,Île-de-France,2020-08-23,-28.9,-14.7,31.0,-19.9,-2.7,-3.7
2700,Île-de-France,2020-08-24,-21.1,-10.6,26.1,-37.0,-49.6,8.6
2701,Île-de-France,2020-08-25,-21.0,-10.0,26.8,-34.3,-48.0,9.1
